15	15	15	15	15	15	15	15	0	0	0	0	0	15	15	15	15	15	15	15	15
15	15	15	15	15	15	0	0	4	4	4	4	4	0	0	15	15	15	15	15	15
15	15	15	15	15	0	4	0	4	4	4	4	4	0	4	0	15	15	15	15	15
15	15	15	15	0	4	4	0	4	4	4	4	4	0	4	4	0	15	15	15	15
15	15	15	15	0	4	0	0	0	4	4	4	0	0	0	4	0	15	15	15	15
15	15	15	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0	15	15	15
15	15	15	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0	15	15	15
15	15	15	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0	15	15	15
15	15	15	0	4	0	15	15	15	0	4	0	15	15	15	0	4	0	15	15	15
15	8	15	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0	15	8	15
8	8	8	15	0	4	0	0	0	4	4	4	0	0	0	4	0	15	8	8	8
15	8	8	8	0	4	4	0	4	4	4	4	4	0	4	4	0	8	8	8	15
15	15	8	8	8	0	4	0	4	4	4	4	4	0	4	0	8	8	8	15	15
15	15	15	8	0	0	0	0	4	4	4	4	4	0	0	0	0	8	15	15	15
15	15	15	0	8	8	8	4	0	0	0	0	0	4	8	8	8	0	15	15	15
15	15	0	8	8	8	4	4	4	4	4	4	4	4	4	8	8	8	0	15	15
15	15	0	4	4	0	8	8	8	4	4	4	8	8	8	0	4	4	0	15	15
15	0	4	4	4	0	8	8	4	4	4	4	4	8	8	0	4	4	4	0	15
15	0	4	4	0	0	8	8	8	4	4	4	8	8	8	0	0	4	4	0	15
15	0	4	0	0	15	0	6	8	6	4	6	8	6	0	15	0	0	4	0	15
15	0	4	4	0	15	6	8	4	4	0	4	4	8	6	15	0	4	4	0	15
15	15	0	0	15	15	6	8	8	8	0	8	8	8	6	15	15	0	0	15	15
15	15	15	15	15	15	0	4	4	4	0	4	4	4	0	15	15	15	15	15	15
15	15	15	15	15	15	15	0	4	4	0	4	4	0	15	15	15	15	15	15	15
15	15	15	15	15	0	0	4	4	4	0	4	4	4	0	0	15	15	15	15	15
15	15	15	15	15	0	4	4	4	4	0	4	4	4	4	0	15	15	15	15	15
15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	15	15	15	15	15
