15	15	15	15	15	15	15	15	15	0	0	0	0	0	15	15	15	15	15	15	15
15	15	15	15	15	15	15	0	0	1	1	1	1	1	0	0	15	15	15	15	15
15	15	15	15	15	15	0	1	1	1	15	15	15	1	1	1	0	15	15	15	15
15	15	15	15	15	0	1	1	1	15	15	15	15	15	1	1	1	0	15	15	15
15	15	0	0	15	0	1	1	1	15	15	1	15	15	1	1	1	0	15	0	0
15	15	0	8	0	1	1	1	1	15	15	15	15	15	1	1	1	1	0	8	0
15	15	0	8	0	1	1	1	1	15	15	1	15	15	1	1	1	1	0	8	0
15	15	0	8	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	8	0
15	15	15	0	0	1	1	1	15	0	1	1	1	15	0	1	1	1	0	0	15
15	15	15	15	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	15	15
15	15	15	15	15	0	1	1	1	1	1	1	1	1	1	1	1	0	15	15	15
15	15	15	15	15	0	14	14	14	14	14	14	14	14	14	14	14	0	15	15	15
15	15	15	0	0	0	0	14	14	14	14	14	14	14	14	14	0	15	15	15	15
15	15	0	8	8	8	8	0	0	14	14	14	14	14	0	0	15	15	15	15	15
15	0	8	8	15	15	8	8	0	0	0	0	0	0	1	1	0	15	15	15	15
0	8	8	15	1	1	15	8	8	0	1	15	1	1	1	1	1	0	15	15	15
0	8	15	1	15	15	1	15	8	0	15	15	15	1	1	0	1	8	0	15	15
0	8	15	1	15	15	1	15	8	0	1	15	1	1	1	0	8	1	1	0	15
0	8	8	15	1	1	15	8	8	0	1	1	1	1	1	0	0	1	1	0	15
15	0	8	8	15	15	8	8	0	1	8	1	8	1	8	0	8	0	0	15	15
15	15	0	8	8	8	8	0	6	6	8	6	8	6	8	6	0	15	15	15	15
15	15	15	0	0	0	0	6	1	1	1	0	1	1	1	6	0	15	15	15	15
15	15	15	15	15	0	0	1	1	1	1	0	1	1	1	1	15	15	15	15	15
15	15	15	15	15	15	15	1	1	1	0	0	0	1	1	1	15	15	15	15	15
15	15	15	15	15	0	0	6	6	0	15	15	15	0	6	6	0	0	15	15	15
15	15	15	15	15	0	6	6	6	0	15	15	15	0	6	6	6	0	15	15	15
15	15	15	15	15	0	0	0	0	0	15	15	15	0	0	0	0	0	15	15	15
